movieId,title_cast,director,runtime,budget,plot_keywords
319,Kerry Fox|Christopher Eccleston|Ewan McGregor|Ken Stott|Keith Allen|Colin McCredie|Victoria Nairn|Gary Lewis|Jean Marie Coffey|Peter Mullan|Leonard O'Malley|David Scoular|Grant Glendinning|Victor Eadie|Robert David MacDonald,John Hodge,89,"$2,500,000",stabbed in the neck|male full frontal nudity|uncircumcised penis|penis
320,Dennis Haysbert|Mel Harris|Sab Shimono|Dina Merrill|Michael Harris|David Graf|Fran Ryan|John Ingle|Sanford Gibbons|Mark DeMichele|Sandra Ellis Lafferty|Capri Darling|Carol Kiernan|Laura Groppe|Mel Coleman,David Siegel,96,NA,amnesia|identity swapping|film theory|twin
321,Jorge Perugorría|Vladimir Cruz|Mirta Ibarra|Francisco Gattorno|Joel Angelino|Marilyn Solaya|Andrés Cortina|Antonio Carmona|Ricardo Ávila|María Elena del Toro|Zolanda Oña|Diana Iris del Puerto,Juan Carlos Tabío,108,NA,loyalty|communist|friendship|gay
322,Kevin Spacey|Frank Whaley|Michelle Forbes|Benicio Del Toro|T.E. Russell|Roy Dotrice|Matthew Flint|Patrick Fischler|Jerry Levine,George Huang,93,"$700,000",black comedy|assistant|boss|movie producer
324,Jack Thompson|Russell Crowe|John Polson|Deborah Kennedy|Joss Moroney|Mitch Mathews|Julie Herbert|Des James|Mick Campbell|Donny Muntz|Jan Adele|Rebekah Elmaloglou|Lola Nixon|Sally Cahill|Bob Baines,Kevin Dowling,100,"AUD3,465,000",sydney australia|australia|approving father|homosexual son
325,Matt Frewer|Valerie Mahaffey|Lawrence Dane|Tommy Chong|Jeremy Renner|Rob Moore|Eric Edwards|Kevin McDonald|Michael Blake|Tara Strong|Nicole de Boer|Sergio Di Zio|Fiona Loewi|Kathryn Rose|Danny Smith,Roger Kumble,91,NA,hare krishna|education|letter|teacher
326,You Ge|Li Gong|Ben Niu|Wu Jiang|Deng Fei|Tao Guo|Tianchi Liu|Zongluo Huang|Yanjin Liu|Dahong Ni|Lian-Yi Li|Cong Xiao|Lu Zhang|Yan Su,Wei Lu,133,NA,chinese history|cultural revolution|family saga|puppet show
327,Lori Petty|Ice-T|Naomi Watts|Don Harvey|Jeff Kober|Reg E. Cathey|Scott Coffey|Malcolm McDowell|Stacy Linn Ramsower|Ann Cusack|Brian Wimmer|Iggy Pop|Dawn Robinson|Billy L. Sullivan|James Hong,Alan Martin,104,"$25,000,000",desert|tank|21st century|2030s
328,John Kassir|Billy Zane|William Sadler|Jada Pinkett Smith|Brenda Bakke|CCH Pounder|Dick Miller|Thomas Haden Church|John Schuck|Gary Farmer|Charles Fleischer|Tim DeZarn|Sherrie Rose|Ryan O'Donohue|Tony Salome,Ethan Reiff,92,"$13,000,000",loud sex|bus|gore|demon
329,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn|Gates McFadden|Marina Sirtis|Malcolm McDowell|James Doohan|Walter Koenig|William Shatner|Alan Ruck|Jacqueline Kim|Jenette Goldstein|Thomas Kopache,Gene Roddenberry,118,"$35,000,000",female empath|half human half alien|empath|human alien hybrid
330,Clarence Williams III|Joe Torry|De'aundre Bonds|Samuel Monroe Jr.|Wings Hauser|Tom Wright|Anthony Griffith|Michael Massee|Duane Whitaker|David Alan Grier|Brandon Hammond|Rusty Cundieff|Paula Jai Parker|Corbin Bernsen|Roger Guenveur Smith,Rusty Cundieff,98,"$6,000,000",revenge from beyond the grave|killer doll|civil rights activist|murder cover up
331,Willem Dafoe|Miranda Richardson|Rosemary Harris|Tim Dutton|Nickolas Grace|Geoffrey Bayldon|Clare Holman|Philip Locke|Joanna McCallum|Joseph O'Conor|John Savident|Michael Attwell|Sharon Bower|Linda Spurrier|Roberta Taylor,Brian Gilbert,NA,NA,character names as title|forenames as title|period drama|1930s
332,Christopher Reeve|Kirstie Alley|Linda Kozlowski|Michael Paré|Meredith Salenger|Mark Hamill|Pippa Pearthree|Peter Jason|Constance Forslund|Karen Kahn|Thomas Dekker|Lindsey Haun|Cody Dorkin|Trishalee Hardy|Jessye Quarry,John Wyndham,98,"$22,000,000",alien|small town|alien life form|paranormal phenomena
333,Chris Farley|David Spade|Brian Dennehy|Bo Derek|Dan Aykroyd|Julie Warner|Sean McCann|Zach Grenier|James Blendick|Clinton Turnbull|Ryder Britton|Paul Greenberg|Graeme Millington|Michael Cram|Dean Marshall,Bonnie Turner,97,NA,character name as title|nickname as title|reference to buddy hackett|road movie
334,Phoebe Brand|Lynn Cohen|George Gaynes|Jerry Mayer|Julianne Moore|Larry Pine|Brooke Smith|Wallace Shawn|Andre Gregory|Madhur Jaffrey,Anton Chekhov,119,NA,saint petersburg russia|professor|actor|anton chekhov
335,Peter Gallagher|Alison Elliott|William Fichtner|Adam Trese|Joe Don Baker|Paul Dooley|Shelley Duvall|Elisabeth Shue|Anjanette Comer|Dennis Hill|Harry Goaz|Mark Feltch|Jules Sharp|Kenneth D. Harris|Vincent Gaskins,Don Tracy,99,"$6,500,000",armored car|lottery|female to male foot in crotch|robbery
336,Allen Payne|Eddie Griffin|Joe Morton|Vonte Sweet|Roger Floyd|Ion Overman|Kyley Jackman|Bernie Mac|Jean-Claude La Marre|Lena Sang|Wendy Raquel Robinson|Dana Point|Doil Williams|Damon Jones|Kevin Jackson,Preston A. Whitmore II,88,"$15,000,000",vietnam|black american|1970s|african american
337,Johnny Depp|Leonardo DiCaprio|Juliette Lewis|Mary Steenburgen|Darlene Cates|Laura Harrington|Mary Kate Schellhardt|Kevin Tighe|John C. Reilly|Crispin Glover|Penelope Branning|Tim Green|Susan Loughran|Robert B. Hedges|Mark Jordan,Peter Hedges,118,"$11,000,000",mentally challenged|small town|countryside|rural setting
338,Denzel Washington|Kelly Lynch|Russell Crowe|Stephen Spinella|William Forsythe|Louise Fletcher|William Fichtner|Costas Mandylor|Kevin J. O'Connor|Kaley Cuoco|Christopher Murray|Heidi Schanz|Traci Lords|Gordon Jennison Noice|Mari Morrow,Eric Bernt,106,"$30,000,000",serial killer|android|los angeles police department|artificial intelligence
339,Sandra Bullock|Bill Pullman|Peter Gallagher|Peter Boyle|Jack Warden|Glynis Johns|Micole Mercurio|Jason Bernard|Michael Rispoli|Ally Walker|Monica Keena|Ruth Rudnick|Marcia Wright|Dick Cusack|Thomas Q. Morris,Daniel G. Sullivan,103,"$17,000,000",loneliness|unconventional romance|holiday season|single woman
340,Elijah Wood|Kevin Costner|Mare Winningham|Lexi Randall|LaToya Chisholm|Christopher Fennell|Donald Sellers|Leon Sills|Will West|Brennan Gallagher|Adam Henderson|Charlette Julius|Jennifer Tyler|Lucas Black|Justin Lucas,Kathy McWorter,126,NA,cardiopulmonary resuscitation|coming of age|bullying|anti war
341,Sandra Oh|Stephen Chang|Alannah Ong|Donald Fong|Frances Isles|Callum Keith Rennie|Claudette Carracedo|Johnny Mah|Greg Chan|Estelle Coppens|Lesley Ewen|Nathan Fong|Dennis Foon|Kevin Kelly|Gene Kiniski,Mina Shum,87,NA,chinese|chinese canadian|title directed by female|actress
342,Sophie Lee|Roz Hammond|Toni Collette|Belinda Jarrett|Pippa Grandison|Bill Hunter|Jeanie Drynan|Dan Wyllie|Gabby Millgate|Gennie Nevinson|Rachel Griffiths|Matt Day|Chris Haywood|Daniel Lapaine|Susan Prior,P.J. Hogan,106,"$9,000,000",wedding|female protagonist|dysfunctional family|wanting to marry
343,Schuyler Fisk|Bre Blair|Rachael Leigh Cook|Larisa Oleynik|Tricia Joe|Stacy Linn Ramsower|Zelda Harris|Vanessa Zima|Christian Oliver|Brooke Adams|Bruce Davison|Jessica Needham|Ellen Burstyn|Asher Metchik|Austin O'Brien,Ann M. Martin,94,"$6,500,000",cake|blowing out a candle|examination|club the organization
344,Jim Carrey|Courteney Cox|Sean Young|Tone Loc|Dan Marino|Noble Willingham|Troy Evans|Raynor Scheine|Udo Kier|Frank Adonis|Tiny Ron|David Margulies|John Capodice|Judy Clayton|Bill Zuckert,Jack Bernstein,86,"$15,000,000",stupidity|nudity|owner dog relationship|master dog relationship
345,Hugo Weaving|Guy Pearce|Terence Stamp|Rebel Penfold-Russell|John Casey|June Marie Bennett|Murray Davies|Frank Cornelius|Bob Boyce|Leighton Picken|Maria Kmet|Joseph Kmet|Alan Dargin|Bill Hunter|Julia Cortez,Stephan Elliott,104,NA,bus|desert|drag queen|on the road
346,Sheryl Lee|Stephen Dorff|Ian Hart|Gary Bakewell|Chris O'Neill|Scot Williams|Kai Wiesinger|Jennifer Ehle|Marcelle Duprey|John White|Bernard Merrick|Nicholas Tennant|Finola Geraghty|Rob Spendlove|Charlie Caine,Iain Softley,100,NA,the beatles|rock group|hamburg germany|1960s
347,Peter Coyote|Emmanuelle Seigner|Hugh Grant|Kristin Scott Thomas|Victor Banerjee|Sophie Patel|Patrick Albenque|Smilja Mihailovitch|Leo Eckmann|Luca Vellani|Richard Dieux|Danny Wuyts|Daniel Dhubert|Nathalie Galán|Eric Gonzales,Pascal Bruckner,139,"$5,000,000",infidelity|extramarital affair|psycho thriller|lesbian kiss
348,John Cusack|Dianne Wiest|Jennifer Tilly|Chazz Palminteri|Mary-Louise Parker|Jack Warden|Joe Viterelli|Rob Reiner|Tracey Ullman|Jim Broadbent|Harvey Fierstein|Stacey Nelkin|Malgorzata Zajaczkowska|Charles Cragin|Nina von Arx,Woody Allen,98,"$20,000,000",actress|playwright|play|bodyguard
349,Harrison Ford|Willem Dafoe|Anne Archer|Joaquim de Almeida|Henry Czerny|Harris Yulin|Donald Moffat|Miguel Sandoval|Benjamin Bratt|Raymond Cruz|Dean Jones|Thora Birch|Ann Magnuson|Hope Lange|Tom Tammi,Tom Clancy,141,"$62,000,000",jack ryan character|good versus evil|cia|drugs
350,Susan Sarandon|Tommy Lee Jones|Mary-Louise Parker|Anthony LaPaglia|J.T. Walsh|Anthony Edwards|Brad Renfro|Will Patton|Bradley Whitford|Anthony Heald|Kim Coates|Kimberly Scott|David Speck|William H. Macy|Ossie Davis,John Grisham,119,"$45,000,000",boy|district attorney|reference to led zeppelin|lawyer client relationship
351,Noreen Hennessey|Lucy Webb|Erica Yohn|Tina Majorino|Ray Liotta|Don Ameche|Larry Miller|Joan Cusack|Juney Ellis|Mimi Lieber|Karen Leigh Hopkins|Lin Shaye|Pearl Huang|Marcus Toji|Louis Mustillo,Jessie Nelson,115,NA,housekeeper|repetition in title|title based on song|single father
352,Alfre Woodard|Delroy Lindo|David Patrick Kelly|Zelda Harris|Carlton Williams|Sharif Rashed|Tse-Mach Washington|Christopher Knowings|José Zúñiga|Isaiah Washington|Ivelka Reyes|Spike Lee|N. Jeremi Duru|Frances Foster|Norman Matlock,Spike Lee,115,"$14,000,000",semi autobiographical|bully|argument|birthday
353,Brandon Lee|Rochelle Davis|Ernie Hudson|Michael Wincott|Bai Ling|Sofia Shinas|Anna Thomson|David Patrick Kelly|Angel David|Laurence Mason|Michael Massee|Tony Todd|Jon Polito|Bill Raymond|Marco Rodríguez,James O'Barr,102,"$23,000,000",back from the dead|vigilante|crime boss|gothic
354,Tommy Lee Jones|Robert Wuhl|Lolita Davidovich|Ned Bellamy|Scott Burkholder|Allan Malamud|Bill Caplan|Jeff Fellenzer|Doug Krikorian|Gavin Smith|Lou Myers|William Utay|J. Kenneth Campbell|Rhoda Griffis|Tyler Logan Cobb,Ron Shelton,128,NA,ghost writer|male full frontal nudity|baseball movie|based on article
355,John Goodman|Elizabeth Perkins|Rick Moranis|Rosie O'Donnell|Kyle MacLachlan|Halle Berry|Elizabeth Taylor|Dann Florek|Richard Moll|Irwin Keyes|Jonathan Winters|Harvey Korman|Elaine Silver|Melanie Silver|Hlynur Sigurðsson,Tom S. Parker,91,"$46,000,000",based on tv series|stone age|1000000 b.c.|reboot of series
356,Tom Hanks|Rebecca Williams|Sally Field|Michael Conner Humphreys|Harold G. Herthum|George Kelly|Bob Penny|John Randall|Sam Anderson|Margo Moorer|Ione M. Telech|Christine Seabrook|John Worsham|Peter Dobson|Siobhan Fallon Hogan,Winston Groom,142,"$55,000,000",vietnam war|amputee|war hero|based on book
357,Hugh Grant|James Fleet|Simon Callow|John Hannah|Kristin Scott Thomas|David Bower|Charlotte Coleman|Andie MacDowell|Timothy Walker|Sara Crowe|Ronald Herdman|Elspet Gray|Philip Voss|Rupert Vansittart|Nicola Walker,Richard Curtis,117,"$4,400,000",wedding|funeral|gay|cafe
358,Omar Epps|Kristy Swanson|Michael Rapaport|Jennifer Connelly|Ice Cube|Jason Wiles|Tyra Banks|Cole Hauser|Laurence Fishburne|Bradford English|Regina King|Busta Rhymes|Jay R. Ferguson|Andrew Bryniarski|Trevor St. John,John Singleton,127,NA,racism|lesbian|anger|sex scene
359,Luna Lauren Velez|Jon Seda|Tomas Melly|Desiree Casado|Isaiah Garcia|Jesse Borrego|Lisa Vidal|Griffin Dunne|Rita Moreno|Vincent Laresca|Elvis Nolasco|Sammy Melendez|Jose Soto|Gloria Irizarry|Emilio Del Pozo,Darnell Martin,104,NA,first person title|male objectification|dance scene|tank top
360,Nick Nolte|Julia Roberts|Saul Rubinek|James Rebhorn|Robert Loggia|Kelly Rutherford|Olympia Dukakis|Marsha Mason|Eugene Levy|Charles Martin Smith|Dan Butler|Paul Gleason|Jane Adams|Lisa Lu|Nora Dunn,Nancy Meyers,123,"$45,000,000",reporter|rivalry|whistleblower|journalism
361,Nicolas Cage|Bridget Fonda|Rosie Perez|Wendell Pierce|Isaac Hayes|Víctor Rojas|Seymour Cassel|Stanley Tucci|J.E. Freeman|Red Buttons|Richard Jenkins|Robert Dorfman|Charles Busch|Beatrice Winde|Ginny Yang,Jane Anderson,101,"$20,000,000",hot air balloon|generosity|lottery|waitress
362,Jason Scott Lee|Cary Elwes|Lena Headey|Sam Neill|John Cleese|Jason Flemyng|Stefan Kalipha|Ron Donachie|Anirudh Agarwal|Faran Tahir|Sean Naegeli|Joanna Wolff|Liza Walker|Rachel Robertson|Natalie Morse,Rudyard Kipling,111,"$27,000,000",jungle|treasure|tiger|elephant
363,Leni Riefenstahl|Marlene Dietrich|Arnold Fanck|Walter Frentz|Joseph Goebbels|Rudolf Hess|John Herbert Higgins|Adolf Hitler|Saburo Ito|Horst Kettner|Reizô Koike|Guzzi Lantschner|Ralph Metcalfe|Ray Müller|Jesse Owens,Ray Müller,183,NA,film director as character|female film director as character|female film director|woman director
364,Rowan Atkinson|Matthew Broderick|Niketa Calame-Harris|Jim Cummings|Whoopi Goldberg|Robert Guillaume|Jeremy Irons|James Earl Jones|Moira Kelly|Nathan Lane|Zoe Leader|Cheech Marin|Ernie Sabella|Madge Sinclair|Jonathan Taylor Thomas,Rob Minkoff,88,"$45,000,000",africa|king|lion|prince
365,Keanu Reeves|Ruocheng Ying|Chris Isaak|Alex Wiesendanger|Raju Lal|Greishma Makar Singh|Sogyal Rinpoche|Ven. Khyongla Rato Rinpoche|Bridget Fonda|Ven. Geshe Tsultim Gyelsen|Jo Champa|Jigme Kunsang|Thubtem Jampa|Surekha Sikri|T.K. Lama,Bernardo Bertolucci,123,"$35,000,000",reincarnation|nonlinear timeline|buddhist|seattle washington
366,Jeff Davis|Heather Langenkamp|Miko Hughes|Matt Winston|Rob LaBelle|David Newsom|Wes Craven|Marianne Maddalena|Gretchen Oehler|Tracy Middendorf|Cully Fredricksen|Bodhi Elfman|Sam Rubin|Robert Englund|Claudia Haro,Wes Craven,112,"$8,000,000",freddy krueger|elm street|famous director as himself|alternate reality
367,Jim Carrey|Peter Riegert|Peter Greene|Amy Yasbeck|Richard Jeni|Orestes Matacena|Tim Bagley|Nancy Fish|Johnny Williams|Reg E. Cathey|Jim Doughan|Denis Forest|Cameron Diaz|Joseph Alfieri|B.J. Barie,Michael Fallon,101,"$23,000,000",pantyhose|alter ego|super villain|camera shot of feet
368,Mel Gibson|Jodie Foster|James Garner|Graham Greene|Alfred Molina|James Coburn|Dub Taylor|Geoffrey Lewis|Paul L. Smith|Dan Hedaya|Dennis Fimple|Denver Pyle|Clint Black|Max Perlich|Art LaFleur,Roy Huggins,127,"$75,000,000",yosemite national park|character name as title|playing card|bow the weapon
369,Jennifer Jason Leigh|Campbell Scott|Matthew Broderick|Peter Gallagher|Jennifer Beals|Andrew McCarthy|Wallace Shawn|Martha Plimpton|Sam Robards|Lili Taylor|James Le Gros|Gwyneth Paltrow|Nick Cassavetes|David Thornton|Heather Graham,Alan Rudolph,125,"$7,000,000",female frontal nudity|female nudity|loveless marriage|writer
370,Leslie Nielsen|Priscilla Presley|George Kennedy|O.J. Simpson|Fred Ward|Kathleen Freeman|Anna Nicole Smith|Ellen Greene|Ed Williams|Raye Birk|Matt Roe|Wylie Small|Sharon Cornell|Earl Boen|Jeff Wright,Peter Segal,83,"$30,000,000",neo screwball comedy|absurd comedy|sexual humor|high school
371,Michael Keaton|Robert Duvall|Glenn Close|Marisa Tomei|Randy Quaid|Jason Robards|Jason Alexander|Spalding Gray|Catherine O'Hara|Lynne Thigpen|Jack Kehoe|Roma Maffia|Clint Howard|Geoffrey Owens|Amelia Campbell,David Koepp,112,"$6,000,000",newspaper reporter|pregnancy|one day|journalist
372,Winona Ryder|Ethan Hawke|Janeane Garofalo|Steve Zahn|Ben Stiller|Swoosie Kurtz|Harry O'Reilly|Susan Norfleet|Joe Don Baker|Renée Zellweger|James Rothenberg|John Mahoney|Eric Morgan Stuart|Barry Del Sherman|Chelsea Lagos,Helen Childress,99,"$11,500,000",generation x|depression|houston texas|texas
373,Nicolas Cage|Craig Reay|Vance Johnson|Robert Apel|Bobby Joe McFadden|J.T. Walsh|Lara Flynn Boyle|Dale Gibson|Ted Parks|Babs Bram|Robert Guajardo|Sarah Sullivan|Timothy Carhart|Dan Shor|Dennis Hopper,John Dahl,98,"$8,000,000",neo noir|hitman|texan|mistaken identity
374,Macaulay Culkin|John Larroquette|Edward Herrmann|Christine Ebersole|Jonathan Hyde|Michael McShane|Chelcie Ross|Mariangela Pino|Stephi Lineburg|Michael Maccarone|Joel Robinson|Jonathan Hilario|Reggie Jackson|Claudia Schiffer|Wanda Christine,Neil Tolkin,95,"$40,000,000",villain|head of security|mansion|gardening
375,Susan Sarandon|Nick Stahl|Sam Shepard|Marcia Gay Harden|Robert Sean Leonard|Sean Astin|Patricia Reeves|Joe Lisi|Matt Keeslar|Marvin Scott|Bill Boggs|Christopher Wynkoop|Kathryn Kinley|Philip Arthur Ross|Steven Robert Ross,Robert Allan Ackerman,98,NA,dysfunctional family|pain|marriage|worrying
376,Meryl Streep|Joseph Mazzello|Stephanie Sawyer|David Strathairn|Elizabeth Hoffman|Victor Galloway|Diane Delano|Thomas F. Duffy|Kevin Bacon|John C. Reilly|William Lucking|Benjamin Bratt|Paul Cantelon|Glenn Morshower,Denis O'Neill,111,"$45,000,000",rafting|criminal|estranged husband|gang
377,Keanu Reeves|Dennis Hopper|Sandra Bullock|Joe Morton|Jeff Daniels|Alan Ruck|Glenn Plummer|Richard Lineback|Beth Grant|Hawthorne James|Carlos Carrasco|David Kriegel|Natsuko Ohama|Daniel Villarreal|Simone Gad,Graham Yost,116,"$30,000,000",bus|bomb|mini skirt|police
378,Michael Keaton|Geena Davis|Christopher Reeve|Bonnie Bedelia|Ernie Hudson|Charles Martin Smith|Gailard Sartain|Ray Baker|Mitchell Ryan|Willie Garson|Paul Lazar|Richard Poe|Harry Shearer|Steven Wright|Jodi Carlisle,Robert King,99,NA,speechwriter|pun in title|metaphoric title|black comedy
379,Jean-Claude Van Damme|Mia Sara|Ron Silver|Bruce McGill|Gloria Reuben|Scott Bellis|Jason Schombing|Scott Lawrence|Kenneth Welsh|Brent Woolsey|Brad Loree|Shane Kelly|Richard Faraci|Steven Lambert|Kevin McNulty,Mark Verheiden,99,"$27,000,000",time travel|cult film|based on comic|female full frontal nudity
380,Arnold Schwarzenegger|Jamie Lee Curtis|Tom Arnold|Bill Paxton|Tia Carrere|Art Malik|Eliza Dushku|Grant Heslov|Charlton Heston|Marshall Manesh|James Allen|Dieter Rauter|Jane Morris|Katsy Chappell|Crystina Wyler,Claude Zidi,141,"$115,000,000",secret agent|spy|secret mission|remake
381,Andy Garcia|Meg Ryan|Ellen Burstyn|Tina Majorino|Mae Whitman|Lauren Tom|Philip Seymour Hoffman|Eugene Roche|Gail Strickland|Steven Brill|Susanna Thompson|Erinn Canavan|LaTanya Richardson Jackson|Bari K. Willerford|James Jude Courtney,Ronald Bass,126,NA,addiction|airline pilot|alcoholism|self centeredness
382,Jack Nicholson|Michelle Pfeiffer|James Spader|Kate Nelligan|Richard Jenkins|Christopher Plummer|Eileen Atkins|David Hyde Pierce|Om Puri|Ron Rifkin|Prunella Scales|Brian Markinson|Peter Gerety|Bradford English|Stewart J. Zully,Jim Harrison,125,"$70,000,000",werewolf|publisher|sense of smell|manhattan new york city
383,Kevin Costner|Dennis Quaid|Gene Hackman|David Andrews|Linden Ashby|Jeff Fahey|Joanna Going|Mark Harmon|Michael Madsen|Catherine O'Hara|Bill Pullman|Isabella Rossellini|Tom Sizemore|JoBeth Williams|Mare Winningham,Dan Gordon,191,"$63,000,000",arizona territory|arizona|wyatt earp character|reference to arizona
384,Ellen Barkin|Laurence Fishburne|Frank Langella|Michael Beach|Gia Carides|David Ogden Stiers|Daniel Hugh Kelly|Spalding Gray|James Hong|Tegan West|Fred Henderson|Michelle Beaudoin|Sherry Bie|Alan Robertson|L. Harvey Gold,Damian Harris,108,"$15,000,000",suspense|male frontal nudity|male full frontal nudity|pubic hair
385,Albert Finney|Brenda Fricker|Michael Gambon|Tara Fitzgerald|Rufus Sewell|Patrick Malahide|David Kelly|Mick Lally|Anna Manahan|Joe Pilkington|Brendan Conroy|Joan O'Hara|Eileen Reid|Eileen Conroy|Maureen Egan,Suri Krishnamma,99,NA,oscar wilde|theatre|ireland|gay
386,Stephen Dorff|Reese Witherspoon|Jake Busey|Joey Lauren Adams|Pamela Gidley|David Barry Gray|Jack Noseworthy|Richard Portnow|Edward Wiley|Lela Ivey|Natasha Gregson Wagner|Annie McEnroe|Virgil Frye|Francesca P. Roberts|Soon-Tek Oh,Andrew Wellman,96,NA,hostage|television|media|escape
387,Keenen Ivory Wayans|Charles S. Dutton|Jada Pinkett Smith|Salli Richardson-Whitfield|Andrew Divoff|Corwin Hawkins|Gary Carlos Cervantes|Gregory Sierra|Kim Wayans|Andrew Shaifer|Chris Spencer|Devin DeVasquez|John Capodice|Craig Ng|Don Diamont,Keenen Ivory Wayans,NA,"$10,000,000",undressing|african american|los angeles california|femme fatale
388,James Andrews|Mary Beth Aylesworth|Mike Barbour|Steve Bilich|Wendy Brokaw|Bojesse Christopher|Dennis Christopher|Adrian Davey|Kimberly Flynn|Richard Foster|Will Gorgess|Terry Herrington|Nick Kokotakis|Russell Scott Lewis|Matt Nolan,Robert Lee King,91,NA,compilation of short films|gay|male in shower|public shower
389,Gérard Depardieu|Fanny Ardant|Fabrice Luchini|André Dussollier|Daniel Prévost|Olivier Saladin|Maxime Leroux|Eric Elmosnino|Guillaume Romain|Patrick Bordier|Claude Rich|Jean Cosmos|Jacky Nercessian|Albert Delpy|Marc Maidenberg,Yves Angelo,110,NA,year 1807|cavalry officer|legal issue|back from the dead
390,NA,NA,NA,NA,NA
391,Allen Payne|Jada Pinkett Smith|Bokeem Woodbine|Anthony 'Treach' Criss|Eddie Griffin|Suzzanne Douglas|Lisa Nicole Carson|Lahmard J. Tate|Forest Whitaker|Asheamu Earl Randle|Clarence Whitmore|Rushion McDonald|Curtis von Burrell|Bebe Drake|Kenneth Randle,Bobby Smith Jr.,120,"$7,000,000",texas|male rear nudity|topless female nudity|sex scene
